"RG","TG","COEF","RE"
"ADGRF1_WNT6","ADGRF1","WNT6",-0.0131330665263772,0.0270787658172879
"CALB1_ARAF","CALB1","ARAF",-0.122456634854983,0.167939912057544
"ETS1_CHGA","ETS1","CHGA",0.0360704806367104,0.137393077665892
"BRAF_PLAAT3","BRAF","PLAAT3",-0.0518319258201928,0.168226223112806
"H2AJ_BCL2","H2AJ","BCL2",-0.000384347018932051,0.00244607551725875
"SERPINH1_FZD6","SERPINH1","FZD6",-0.0353587517239641,0.251969666674038
"GSTP1_SPOCD1","GSTP1","SPOCD1",0.00298837704128998,0.0275402942009854
"CPE_WNT5A","CPE","WNT5A",0.312806048787637,0.52014264196912
"SNRPN_PTX3","SNRPN","PTX3",0.515976249745491,0.491228380197488
"FABP5_FGFR1","FABP5","FGFR1",-0.00576236373771745,0.040909946088943
"CSNK1A1L_EIF1AY","CSNK1A1L","EIF1AY",0.0553845849144493,0.00142012029536559
"ITGB4_DDR1","ITGB4","DDR1",0.00443421782050358,0.0265217363622979
"DDR2_OLFML3","DDR2","OLFML3",0.381170353877169,0.23792920430407
"VGF_ELMO1","VGF","ELMO1",0.0427049615008824,0.0665779075888966
"CSAG3_EFHD1","CSAG3","EFHD1",0.103822655161699,0.196504902016311
"ENG_TNNT1","ENG","TNNT1",0.109238805538129,0.199687512052923
"TPM1_TAGLN","TPM1","TAGLN",0.0398775026517033,0.284462658474766
"P3H2_LGALS9","P3H2","LGALS9",0.0250160999435588,0.0708688170115543
"KRT4_TERT","KRT4","TERT",-0.117263432035845,0.123595772156242
"MGST2_CELF2","MGST2","CELF2",-0.0846514085809829,0.447682726629533
"ARAF_CALB1","ARAF","CALB1",-0.0198509690915438,0.0997186443051627
"PFN2_LBH","PFN2","LBH",0.0011194929788694,0.00565682444144712
"LOXL4_PNMA2","LOXL4","PNMA2",-0.0849341536847285,0.105450343636435
"APOC1_PLIN2","APOC1","PLIN2",0.51855501505867,1.73497959431604
"GTSF1_MRC2","GTSF1","MRC2",0.0742705366631445,0.100323284001291
"DNER_ARHGAP4","DNER","ARHGAP4",0.0151478649226339,0.0144839431141427
"TNFRSF14_FGFR1","TNFRSF14","FGFR1",-0.0279654832405898,0.0938349419123396
"GSTM3_CPE","GSTM3","CPE",0.142768325795033,0.736381106176091
"TAGLN_LDHB","TAGLN","LDHB",0.593669143399061,1.90704164830007
"PLEK_SNCA","PLEK","SNCA",-0.194484297064736,0.0185679647288359
"CXCL12_PLAU","CXCL12","PLAU",0.426929836185697,0.0605473944605837
"CELF2_NUPR1","CELF2","NUPR1",-0.150114631536111,0.100962732710154
"S100A8_TFAP2C","S100A8","TFAP2C",0.0715654749430702,0.0868702711396817
"GSTM3_WWTR1","GSTM3","WWTR1",0.016982207214744,0.0875920934455607
"CTSZ_ITGB5","CTSZ","ITGB5",0.397261694984193,2.55891830082676
"S100A13_ADAP1","S100A13","ADAP1",-0.31344107091254,2.30084353637047
"LAMB1_C1R","LAMB1","C1R",0.185917406120849,1.17726802674738
"TGFB2_RAB17","TGFB2","RAB17",-0.137286499741197,0.258370998035556
"FKBP9_PERP","FKBP9","PERP",0.0883782389399304,0.577726858225556
"QPRT_MAP2K1","QPRT","MAP2K1",0.00855240148106771,0.0195903400346299
"EMILIN1_CDCP1","EMILIN1","CDCP1",-0.154217723923027,0.115107621562036
"MZB1_APBB1IP","MZB1","APBB1IP",-0.0396134762183632,0.0109843247850653
"XAGE1A_GTSF1","XAGE1A","GTSF1",0.323654262497183,0.615089177054298
"SEMA3B_ANXA6","SEMA3B","ANXA6",0.0743156420260642,0.299271013711672
"TFPI_AMOTL2","TFPI","AMOTL2",-0.091040470238174,0.304666964562256
"FOS_SELENBP1","FOS","SELENBP1",0.207110291688162,1.37481649432872
"THY1_AIF1","THY1","AIF1",0.0392292882361056,0.0368153606764937
"ITGA2_SYTL2","ITGA2","SYTL2",0.0166849954959005,0.0580343660451267
"IKZF1_CEACAM6","IKZF1","CEACAM6",-0.146176711796396,0.0115870675659106
"LXN_SCNN1A","LXN","SCNN1A",0.0419953428129837,0.0810172532511539
"IL2RG_CDKN2A","IL2RG","CDKN2A",-0.126487159919295,0.200264299605662
"SIRPA_TCF7L1","SIRPA","TCF7L1",0.0413382772618123,0.0852524185758085
"FEZ1_FXYD6","FEZ1","FXYD6",0.08438366046569,0.0910232492620493
"ZSCAN18_PAPSS2","ZSCAN18","PAPSS2",0.0272211763641867,0.0373097588517874
"DVL3_SOS1","DVL3","SOS1",0.0246527554065607,0.12864184410355
"SERPINB6_TCIM","SERPINB6","TCIM",0.148198122024004,0.972980017251795
"TRIP6_TCIM","TRIP6","TCIM",-0.0959523643575177,0.533163491582431
"CDH17_AC004556.3","CDH17","AC004556.3",0.327188013174587,0.777807697436692
"LAMB1_ATP1B1","LAMB1","ATP1B1",0.129659477812568,0.821031020055629
"EGF_GSTP1","EGF","GSTP1",-0.151324721450596,0.0703495767238869
"ABI3BP_FAM114A1","ABI3BP","FAM114A1",0.0483629441348491,0.0448602977572956
"RAMP1_FLNC","RAMP1","FLNC",0.0349674146085602,0.080693519599855
"ID1_CCND2","ID1","CCND2",-0.135893429385776,0.982968641378304
"TCF4_RAB25","TCF4","RAB25",-0.16390574979725,0.272298296468234
"SMARCA1_LIMD2","SMARCA1","LIMD2",0.328334654208466,0.917294843876571
"APC_FKBP9","APC","FKBP9",0.0410977383402772,0.118372344606631
"EMP1_DDR1","EMP1","DDR1",0.061003493931755,0.295646799842338
"TNFRSF14_TMEM45B","TNFRSF14","TMEM45B",0.310777761909514,1.04277880648599
"HSPG2_TMEM98","HSPG2","TMEM98",0.000524442192190193,0.00261196574070147
"MLLT11_BMERB1","MLLT11","BMERB1",0.0721931463519524,0.142238973193617
"PCOLCE_WNT9B","PCOLCE","WNT9B",-0.00564685474694808,0.0169963319673682
"SLC38A5_MYB","SLC38A5","MYB",0.0569986939463587,0.127489775333735
"B4GALNT4_CD53","B4GALNT4","CD53",0.00235046234161125,0.00667565089232983
"SHH_RNF128","SHH","RNF128",0.16164875457234,0.198681588075325
"IFITM1_CDH13","IFITM1","CDH13",-0.0651806302399461,0.363655926420749
"CREB3L1_PIK3CB","CREB3L1","PIK3CB",0.0715443772899157,0.192245170525675
"CFH_HDGFL3","CFH","HDGFL3",0.197085899719139,0.294375125591482
"UPK3B_SOS2","UPK3B","SOS2",-0.00862402608331402,0.0193018419846418
"H2AJ_CDH2","H2AJ","CDH2",0.0423393848887358,0.269457879704385
"FSCN1_FGFR2","FSCN1","FGFR2",-0.138091557488577,0.642453836584887
"DEFB1_UNC13D","DEFB1","UNC13D",-0.00952413314907107,0.0245459207443509
"TFAP2C_GADD45B","TFAP2C","GADD45B",0.0702477511755934,0.109887967366798
"ICAM2_F2R","ICAM2","F2R",-0.0297263498609928,0.0445835984914937
"S100A2_LYPD3","S100A2","LYPD3",-0.00971512477352294,0.0412133283959073
"NXN_HDGFL3","NXN","HDGFL3",-0.0307859284087363,0.115905389671359
"COL6A3_VAMP8","COL6A3","VAMP8",-0.0161164979400906,0.0161641143111753
"WNT3_COL6A2","WNT3","COL6A2",0.0402215364700264,0.0782638637127012
"FGFR4_FZD5","FGFR4","FZD5",0.122837366477867,0.510782955100896
"FGF1_CRYAB","FGF1","CRYAB",-0.00139627444516321,0.000516004446815798
"AKR1B1_TCF7","AKR1B1","TCF7",-0.0626853128443878,0.348159726630302
"PALLD_UPK3B","PALLD","UPK3B",-0.148641033791725,0.593529733889976
"SPN_SLC6A15","SPN","SLC6A15",0.0243608793897812,0.00430927055942806
"WNT16_LUM","WNT16","LUM",0.107373205688253,0.0467903642258967
"GLUL_ANXA8","GLUL","ANXA8",0.015527822528426,0.0851764555945926
"GRB7_VIM","GRB7","VIM",-0.0015772348929208,0.00632242977738408
"WNT16_RPS6KB2","WNT16","RPS6KB2",0.0150128947315379,0.00654221700908531
"ADIRF_SULF2","ADIRF","SULF2",0.0373509641382562,0.165272208688658
"WNT11_GLB1L2","WNT11","GLB1L2",0.103157020837564,0.179657991421112
"MMP14_TPD52L1","MMP14","TPD52L1",-0.0118527559741332,0.0618223739297522
"CALB1_TGFB3","CALB1","TGFB3",-0.00754064459666275,0.0103414175305439
"H1.0_CFH","H1.0","CFH",-0.118722292443783,0.898510949894914
"LY6D_CA2","LY6D","CA2",-0.00826465581488637,0.0125725025026068
"FKBP9_TMEM54","FKBP9","TMEM54",0.0149438719370096,0.0976878051367564
"CARD11_PODXL2","CARD11","PODXL2",-0.178453086778415,0.382395546872081
"CDH6_ITGA6","CDH6","ITGA6",-5.96731674178231e-05,1.73442487404899e-05
"HSPA1A_MFAP2","HSPA1A","MFAP2",-0.00201645057457598,0.0109930979226538
"FZD2_CCL5","FZD2","CCL5",0.00775517053120579,0.0154843103421507
"LBH_KRT5","LBH","KRT5",0.333575868682071,0.654036786442115
"CDH11_QPRT","CDH11","QPRT",-0.0658913905561933,0.0779065196532526
"SNRPN_CLDN11","SNRPN","CLDN11",-0.0172526524549784,0.0164251601188032
"SAA2_AXIN1","SAA2","AXIN1",0.0155484727802534,0.0122876139243975
"DEFB1_LOXL2","DEFB1","LOXL2",-0.0123957225559804,0.0319466788909534
"C3orf14_FERMT2","C3orf14","FERMT2",0.139834563654492,0.235337036202445
"WNT11_ASS1","WNT11","ASS1",0.115740100755907,0.201572649731966
"MAPK3_S100A16","MAPK3","S100A16",0.0376580878250206,0.203903416848754
"ADGRG1_SCEL","ADGRG1","SCEL",0.0824215482891071,0.396962552987989
"PTPRF_AIF1","PTPRF","AIF1",0.123292242436866,0.790156893097112
"DAPK1_ITGB2","DAPK1","ITGB2",0.0503275479215693,0.126313174432954
"HOXC10_WNT16","HOXC10","WNT16",0.00388784131980201,0.0136560137333975
"GRB2_CRMP1","GRB2","CRMP1",0.0712175032673304,0.413542170734353
"TCEAL3_MOXD1","TCEAL3","MOXD1",0.00333601549464641,0.00836021151801557
"LHFPL6_EPB41L3","LHFPL6","EPB41L3",0.0227060892272902,0.0354596581559937
"TMSB15A_FGF4","TMSB15A","FGF4",0.00863878787680255,0.00774444299298016
"MFAP2_ACTA2","MFAP2","ACTA2",-0.021988211972618,0.0491811021076587
"S100A6_FZD7","S100A6","FZD7",-0.00558369793372453,0.063669413591379
"NNMT_WNT7B","NNMT","WNT7B",-0.0775734982733982,0.194718473012716
"CMBL_FGFR2","CMBL","FGFR2",0.0504744015817182,0.166307028532429
"CTNNA3_MT1G","CTNNA3","MT1G",-0.0588849129214356,0.00944524393470194
"MLPH_S100A9","MLPH","S100A9",-0.0396468393788339,0.170498138074764
"GPC1_THBS2","GPC1","THBS2",0.0014241275995276,0.00751819729791952
"QPRT_RXRA","QPRT","RXRA",0.0129004304864216,0.0295500416323479
"TNNT1_TGFB1","TNNT1","TGFB1",0.0436420610102089,0.198355273665518
"SEMA3B_DPP4","SEMA3B","DPP4",0.0588115250706473,0.236835533489021
"HRAS_MSLN","HRAS","MSLN",-0.0232844606355373,0.12676472438473
"FZD1_FSCN1","FZD1","FSCN1",-0.0804054749782422,0.15423303570922
"IRF6_PTPN6","IRF6","PTPN6",0.15881495705369,0.556014409055275
"CALB1_WNT7A","CALB1","WNT7A",0.0810136379241749,0.111104010367096
"RHOD_PLAAT4","RHOD","PLAAT4",0.0153977767905719,0.0618836829691876
"IFI44_P3H3","IFI44","P3H3",-0.0837657452649154,0.210471824750005
"SPART_GTSF1","SPART","GTSF1",0.0654996008031502,0.0710665387140704
"GRB7_LAT2","GRB7","LAT2",0.110719578038967,0.443825304826119
"ZNF677_HSPG2","ZNF677","HSPG2",-0.298203943224417,0.0738037932085308
"PLAU_ABI3BP","PLAU","ABI3BP",0.0536264813273168,0.164399759182597
"GJB3_GDA","GJB3","GDA",0.0215108428515125,0.0650513078754813
"EMB_C5orf38","EMB","C5orf38",0.0302131995362877,0.0578057838635002
"SCG2_HRAS","SCG2","HRAS",0.0424047303553117,0.0605057635126688
"DKK1_TES","DKK1","TES",0.26500274714942,1.02919705170394
"S100A10_IL18","S100A10","IL18",0.175665389089705,1.65962490936924
"TMEM125_GALNT3","TMEM125","GALNT3",0.00673354970948683,0.0185287897255527
"XAF1_CTNNA3","XAF1","CTNNA3",-0.00627213095505489,0.00896572668814395
"LAT2_TGFB3","LAT2","TGFB3",-0.00655762571927068,0.008478409863282
"TBX3_NDRG1","TBX3","NDRG1",0.139792750969412,0.461788068306638
"ERRFI1_NCAM1","ERRFI1","NCAM1",-0.281996724077898,1.52411808541888
"SLC43A3_IL2RG","SLC43A3","IL2RG",0.342392472470543,0.97984352443256
"WNT16_PDZK1IP1","WNT16","PDZK1IP1",-0.0641850390668727,0.0279701191423118
"PIK3R3_AHNAK","PIK3R3","AHNAK",3.65632464464097e-05,9.03244619505566e-05
"BCAT1_FRAT1","BCAT1","FRAT1",-0.00795767743157608,0.0158490279240319
"FOXA1_NMU","FOXA1","NMU",0.218852441778678,0.649039003834929
"QPCT_FGF9","QPCT","FGF9",-0.0330886559445212,0.0439344683667576
"WAS_CFI","WAS","CFI",0.0596522199178692,0.0322058625893707
"LY6K_LXN","LY6K","LXN",-0.102480277409238,0.141887218619525
"CD53_SERPINE1","CD53","SERPINE1",0.00266695853246976,0.0005793869167314
"APC_SFN","APC","SFN",-0.00349311651981474,0.0100610984724041
"MAPK3_F11R","MAPK3","F11R",0.195131270820621,1.0565574396459
"DPYSL3_HEG1","DPYSL3","HEG1",0.0613397487536181,0.128499201415064
"PYGL_SNRPN","PYGL","SNRPN",0.0329952659993633,0.11077549375559
"EPAS1_PERP","EPAS1","PERP",0.0403198991935627,0.165863861753386
"USP41_ITGB5","USP41","ITGB5",0.141929638079348,0.441905986259367
"MT1G_LHFPL6","MT1G","LHFPL6",-0.0826801237546865,0.161368272130406
"BEX4_GPX3","BEX4","GPX3",0.254974713081855,0.199131186996453
"HLA.DPA1_IFI30","HLA.DPA1","IFI30",0.128703397661762,0.117286800826165
"FZD1_PROM2","FZD1","PROM2",0.233054308600112,0.447042611342516
"CTNNA3_VCAN","CTNNA3","VCAN",0.0919579483204567,0.0147502171698933
"MAP2K1_AKT3","MAP2K1","AKT3",0.0500042228906086,0.282025323800585
"COL4A1_HLA.DMA","COL4A1","HLA.DMA",-0.184630375316824,0.161469847278662
"ITGA6_FCGRT","ITGA6","FCGRT",0.0957119675275854,0.577397440559223
"ITM2A_CD40","ITM2A","CD40",0.0963780774978071,0.0356676695675577
"MUC20_C1R","MUC20","C1R",-0.116129626428546,0.270355697622528
"ARHGAP29_EGFR","ARHGAP29","EGFR",0.155490251313239,0.487017013281739
"HLA.C_AXL","HLA.C","AXL",0.0264388212442186,0.186116754855742
"MUC1_MISP","MUC1","MISP",0.00192441012843495,0.0094347938696835
"PSMB8_CD44","PSMB8","CD44",0.182620728538687,0.910368997142106
"SLC43A3_CTSV","SLC43A3","CTSV",-0.0062487046808601,0.0178822646813853
"GAB1_AKT2","GAB1","AKT2",0.123792278818006,0.284775693205646
"CARD11_NNMT","CARD11","NNMT",0.0651951195941258,0.139702393837224
"IGFBP4_GYPC","IGFBP4","GYPC",-0.00078976531105307,0.00404333225769264
"LAT2_ALCAM","LAT2","ALCAM",0.247207111491557,0.319616169337669
"JUP_TMSB15A","JUP","TMSB15A",-0.172943796597459,1.08590895955872
"HOXC10_ALCAM","HOXC10","ALCAM",-0.378440722559334,1.32927022464238
"UCP2_NCAM1","UCP2","NCAM1",1.35594271838965e-05,6.62151793654006e-05
"STOM_SYK","STOM","SYK",-0.0645869068904759,0.2257604914583
"PTGFRN_TRIB2","PTGFRN","TRIB2",0.197438081726474,0.770740873493865
"TNFRSF11B_PTGES","TNFRSF11B","PTGES",-0.0790176160113779,0.165527167006771
"COL17A1_ACSL5","COL17A1","ACSL5",0.225015087877036,0.76531770006981
"RNF128_ANXA8L1","RNF128","ANXA8L1",-0.0235783908436867,0.0792235190591138
"MUC2_AKR1B10","MUC2","AKR1B10",0.117814360934403,0.0912396345337806
"WNT7A_GLB1L2","WNT7A","GLB1L2",0.0723024927227297,0.0285942308517036
"NREP_PRSS22","NREP","PRSS22",-0.152337954438238,0.356297458030448
"JAG2_CLMP","JAG2","CLMP",-0.00109664715130247,0.00436790109480537
"GADD45B_AMOTL2","GADD45B","AMOTL2",0.256605205591374,1.1486635469966
"ABCB1_VAMP5","ABCB1","VAMP5",0.116807791543944,0.0376686675274814
"TERT_CRMP1","TERT","CRMP1",0.0219328137432381,0.0313355606994775
"AKT1_PLEK","AKT1","PLEK",0.0047820289444931,0.0315067830460867
"LEF1_EFHD1","LEF1","EFHD1",0.00609954307136459,0.00982399298200542
"TP53I11_S100A13","TP53I11","S100A13",-0.0420642668686334,0.173032418717458
"TIMP3_C3","TIMP3","C3",0.200038206021399,0.458100521044491
"WNT2_HMOX1","WNT2","HMOX1",0.0196387980188806,0.00181197116579794
"PMEL_UNC13D","PMEL","UNC13D",-0.0230465934447725,0.0377722163882303
"MTOR_CTAG2","MTOR","CTAG2",-0.22936821873473,1.10458450788077
"TGFBR1_GPSM3","TGFBR1","GPSM3",-1.44131208643353e-05,4.54371371715734e-05
"RPS6KB2_CRIM1","RPS6KB2","CRIM1",-0.0389692419412391,0.218197802039089
"ITGA2_MYOF","ITGA2","MYOF",0.182536839169128,0.634906359049626
"E2F3_EPAS1","E2F3","EPAS1",-0.0728010589419938,0.267796595836342
"QPCT_TUBB6","QPCT","TUBB6",0.107577766476349,0.14283964831168
"DSP_GNG11","DSP","GNG11",-0.0605319369826068,0.327614967045613
"CLDN11_IGFBP3","CLDN11","IGFBP3",0.393212292874057,0.340078616632997
"TMEM54_PTPRF","TMEM54","PTPRF",0.156599354548657,0.961578814269906
"G0S2_CD44","G0S2","CD44",0.222564609647934,0.303178415636242
"BAK1_CD9","BAK1","CD9",0.0136926556941886,0.064002766792291
"CSAG1_SHC3","CSAG1","SHC3",-0.062473886145977,0.128853773319202
"POLK_SLC7A8","POLK","SLC7A8",-0.0836362295095048,0.262977508534749
"LOX_SV2A","LOX","SV2A",0.18349072343803,0.227784422000046
"MXRA7_SERPINE2","MXRA7","SERPINE2",0.388393470780523,1.65277686097943
"TNFRSF14_SFN","TNFRSF14","SFN",0.00018417667131286,0.000617983501503255
"COL11A1_LUM","COL11A1","LUM",0.631752249764949,0.261575453140184
"BAX_SOX2","BAX","SOX2",0.263261755349052,1.93693026336921
"NQO1_ADM","NQO1","ADM",-0.194939260832847,1.54184445985754
"SRPX2_ERBB2","SRPX2","ERBB2",0.127409504256886,0.174873699037496
"TNNC1_CPE","TNNC1","CPE",-0.0747242457519511,0.229311486368761
"CYP24A1_FBXO2","CYP24A1","FBXO2",0.216512113883519,0.274695073359993
"ANXA6_CARD11","ANXA6","CARD11",0.256521815946908,0.78938685592643
"S100A2_PDLIM4","S100A2","PDLIM4",0.000405919175110117,0.00172198305796361
"QPRT_RPS6KB2","QPRT","RPS6KB2",0.0370750335768997,0.0849249788114612
"WNT2B_SCEL","WNT2B","SCEL",-0.0348871643144017,0.0248096426030752
"QPRT_ABCC3","QPRT","ABCC3",-0.10383885671096,0.237855825206297
"RPS6KB2_TGFBI","RPS6KB2","TGFBI",-0.0452818156397428,0.253543362732834
"FZD9_S100A9","FZD9","S100A9",0.145061848346198,0.0802567397076398
"CTSS_CPNE7","CTSS","CPNE7",-0.0455451536151723,0.117324599959175
"WNT8B_COL6A1","WNT8B","COL6A1",-0.00520336579949587,0.00145077578352956
"RPS6KB1_FERMT3","RPS6KB1","FERMT3",0.00153504688623629,0.00653802855472984
"TNNT1_DDR2","TNNT1","DDR2",-0.0679437850904806,0.308807782527522
"RGS4_AP1M2","RGS4","AP1M2",-0.16607863668114,0.154887929274904
"CD52_KRT8","CD52","KRT8",0.0178009529714553,0.0094043997155922
"FZD10_HTRA1","FZD10","HTRA1",0.0442121612505058,0.00251139860338679
"WLS_GADD45G","WLS","GADD45G",0.0708721105877845,0.357486464528982
"CDH17_FBLIM1","CDH17","FBLIM1",0.0711894068940128,0.16923501604128
"KRT13_CALD1","KRT13","CALD1",0.336153462156384,0.71610364642221
"TRIP6_SLC43A3","TRIP6","SLC43A3",0.0925550511863012,0.5142861729828
"ABLIM3_TRPV2","ABLIM3","TRPV2",0.226897951537237,0.570825502430598
"CD24_CDK2","CD24","CDK2",-0.0672736663705329,0.445586545550713
"RAB32_CYBRD1","RAB32","CYBRD1",0.0531143398419136,0.193792724139434
"IFI44_COL1A1","IFI44","COL1A1",0.130542855313032,0.328005115682027
"FGF9_GRHL2","FGF9","GRHL2",-0.0142346180583444,0.0110737569263276
"TRIB2_GATA3","TRIB2","GATA3",-0.0703590428854384,0.190530082515522
"FGF7_MGST1","FGF7","MGST1",-0.16291335080302,0.0168584499313982
"CHI3L1_FGF9","CHI3L1","FGF9",-0.0113200161689026,0.0055830077027723
"AMIGO2_DKK3","AMIGO2","DKK3",0.142689900035011,0.395005885725272
"CD74_FGFR1","CD74","FGFR1",-0.0608572629984813,0.1793116400853
"GSTM3_ADIRF","GSTM3","ADIRF",-0.0189872957091065,0.0979340882489415
"SCARA3_CA12","SCARA3","CA12",0.164992959169699,0.367221824559614
"CDH13_TCF7","CDH13","TCF7",0.0628551994850811,0.0235275567810901
"FZD10_CFI","FZD10","CFI",0.14606612860194,0.00829704454605983
"FZD8_MAP1B","FZD8","MAP1B",-0.0208188234929433,0.0197522134235768
"SYTL2_EIF1AY","SYTL2","EIF1AY",0.021786083368265,0.0713504746258692
"TMEM98_VSIR","TMEM98","VSIR",-0.14257158840636,0.617689282757449
"JAM3_TGFB2","JAM3","TGFB2",0.11859778921278,0.184153024876189
"ACSL5_ABCC3","ACSL5","ABCC3",0.0376388915430832,0.143381301957583
"P3H3_PALM","P3H3","PALM",0.0474105874418473,0.104108168986754
"KLK10_AXIN1","KLK10","AXIN1",0.0674364980255651,0.170892877106641
"PTPRM_HTATIP2","PTPRM","HTATIP2",0.166743377689881,0.341249228331798
"FERMT3_CCND2","FERMT3","CCND2",-0.0749502923794874,0.12035965819261
"DUSP4_PRSS23","DUSP4","PRSS23",0.052761967592829,0.225742117427074
"ABCB1_C3orf14","ABCB1","C3orf14",0.31483820600338,0.101530347848657
"KLK5_ITGBL1","KLK5","ITGBL1",0.763798383998244,0.741169058336338
"UPK3B_ITGA3","UPK3B","ITGA3",0.208282080057783,0.466166006302587
"ATP1B1_ARL4C","ATP1B1","ARL4C",-0.441180795186248,2.86070924460513
"MSLN_STRA6","MSLN","STRA6",0.00649970713425308,0.0246786601616692
"BTK_SOS2","BTK","SOS2",0.00029287552943832,4.80339733366463e-05
"UCHL1_PYGL","UCHL1","PYGL",0.000171162165393458,0.000493901908657652
"DCBLD2_GAS6","DCBLD2","GAS6",-0.0830926217524945,0.301336849067323
"DCBLD2_CAV2","DCBLD2","CAV2",0.0760262086748899,0.275710378195383
"SEMA3B_HLA.DMA","SEMA3B","HLA.DMA",0.246539660443643,0.992821592999538
"GNA15_CASP4","GNA15","CASP4",0.106641010935902,0.138294783716268
"MDK_FCGRT","MDK","FCGRT",0.0237478770087761,0.182805765076313
"NES_CEACAM6","NES","CEACAM6",0.282969022278554,0.475353537691242
"UCHL1_CPVL","UCHL1","CPVL",0.0174128673268338,0.0502462000767279
"VASN_CALD1","VASN","CALD1",0.370164727446263,0.7424817592686
"GNA15_ALDH1A1","GNA15","ALDH1A1",-0.0362900150048031,0.0470618173262247
"TUSC3_FRAT2","TUSC3","FRAT2",-0.0686410838287082,0.116418334581074
"SLC43A3_CTSH","SLC43A3","CTSH",0.000671853381683081,0.00192268007722314
"P3H2_ICA1","P3H2","ICA1",-0.0445689559465038,0.126260655757496
"JAG1_CDH13","JAG1","CDH13",0.0042408025319153,0.0178673497017587
"AXIN2_DMKN","AXIN2","DMKN",0.401922832641292,1.41448730497918
"SORBS2_TCF7L2","SORBS2","TCF7L2",-0.000561960192862959,0.0010821880247355
"MAPK3_CDH13","MAPK3","CDH13",0.038649558248347,0.209271830878699
"CA9_TINAGL1","CA9","TINAGL1",-0.124584075122076,0.20215282562556
"CLDN1_GPSM3","CLDN1","GPSM3",0.0028989072703897,0.0121260330124689
"IL18_SEMA3C","IL18","SEMA3C",0.407405441153226,1.84463087772636
"GLIPR1_RAB13","GLIPR1","RAB13",0.126819132375398,0.185708445289427
"WNT2_TUBB2B","WNT2","TUBB2B",-0.187281615523301,0.0172795140968418
"TGFA_NID1","TGFA","NID1",-0.531756719684493,1.6980842951535
"BAX_GMFG","BAX","GMFG",0.293654150746069,2.16054022275247
"CXCL16_PCSK9","CXCL16","PCSK9",0.000736292760050234,0.00347900058274235
"NID2_SNAI2","NID2","SNAI2",0.0325626255747001,0.0339801616059379
"PLK2_FOS","PLK2","FOS",0.0572539075182655,0.301684053254446
"ID1_COTL1","ID1","COTL1",-0.145711989274159,1.05399000361339
"CCDC9B_AZGP1","CCDC9B","AZGP1",0.0350983113991353,0.115443939433553
"CTAG2_GRB2","CTAG2","GRB2",-0.0372035905358776,0.0623120006364974
"MAGEA3_LDHB","MAGEA3","LDHB",0.00194259240342876,0.0064207963355439
"SNCG_TNC","SNCG","TNC",0.0686787973285724,0.159574731921824
"DLC1_TCF7L1","DLC1","TCF7L1",-0.088448148569417,0.193139655854132
"CHI3L1_ALDH1A1","CHI3L1","ALDH1A1",-0.00271310159485546,0.00133809588930563
"MMP1_CLMP","MMP1","CLMP",-0.0215892246948793,0.0557693479492197
"TUBB2B_MAP1B","TUBB2B","MAP1B",0.164404651380921,0.437654007746911
"PTPRF_UCHL1","PTPRF","UCHL1",-0.011792027510349,0.0755728960454609
"PHGDH_LYZ","PHGDH","LYZ",-0.0179941218245696,0.101347288612136
"COL4A1_SLC43A3","COL4A1","SLC43A3",-0.344735794736511,0.301491214715201
"SCEL_SNRPN","SCEL","SNRPN",0.0975790414518154,0.148091559526263
"S100A16_TCF4","S100A16","TCF4",-0.107501023530002,0.772231663514724
"PTPN7_SOS2","PTPN7","SOS2",-0.0189830795162791,0.00622482862991512
"CSAG3_BASP1","CSAG3","BASP1",0.0437670314155788,0.082837760279472
"WNT2B_GALNT3","WNT2B","GALNT3",-0.211591358003125,0.150470984762434
"ASPH_HLA.DMA","ASPH","HLA.DMA",0.1242256014782,0.905637474032435
"IGFBP4_TMEM98","IGFBP4","TMEM98",0.543282018036906,2.78142085732272
"AMOTL2_RAB38","AMOTL2","RAB38",-0.0476716906325097,0.223889010811596
"SELENOM_CD82","SELENOM","CD82",-0.0417368604143084,0.141127527625792
"PMEL_TUSC3","PMEL","TUSC3",-0.142730805105306,0.233928665797105
"ITGB5_MACROH2A2","ITGB5","MACROH2A2",-0.133999226412565,0.783065557086994
"NRAS_EGR1","NRAS","EGR1",0.114822553228218,0.56271985181793
"DDR2_SPP1","DDR2","SPP1",-0.0361835828352474,0.0225860458067919
"RAC2_TM4SF1","RAC2","TM4SF1",0.138418780689462,0.377715450523364
"LAMB1_NRP2","LAMB1","NRP2",-0.0900700101040974,0.570342203437594
"HTRA1_TP53","HTRA1","TP53",-0.0189789598688732,0.0593350822954913
"GPC1_PLPP2","GPC1","PLPP2",-0.110142795529078,0.581461428039664
"KIRREL1_TUBB6","KIRREL1","TUBB6",0.525059520010253,1.08396243154821
"IFI44_HLA.DRB5","IFI44","HLA.DRB5",-0.0390283258651673,0.0980635095623044
"SPN_CYP24A1","SPN","CYP24A1",-0.198263342441377,0.0350714098176118
"WNT11_REG4","WNT11","REG4",-0.104918516080448,0.182725806821992
"MAP2K1_MMP2","MAP2K1","MMP2",-0.0164587925403161,0.0928280858539467
"FEZ1_ISG15","FEZ1","ISG15",0.0016229217393892,0.00175061865297116
"MAGED4B_SERPINF1","MAGED4B","SERPINF1",0.2609097155858,0.322987674918993
"XAGE1B_CDH1","XAGE1B","CDH1",-0.0899227026056524,0.124767464349187
