"RG","TG","COEF","RE"
"LRP6_CD24","LRP6","CD24",0.0895899666926405,0.316979583367578
"CPVL_FGF19","CPVL","FGF19",0.00233100016127516,0.00103668952136712
"RAF1_AMIGO2","RAF1","AMIGO2",-0.0729125223670876,0.427933856677942
"CCND2_SERPINA3","CCND2","SERPINA3",0.0585565216248911,0.0772231572871194
"SEMA3A_FRMD6","SEMA3A","FRMD6",-0.0904392891968291,0.322684242027819
"FRAT1_BCL2A1","FRAT1","BCL2A1",-0.0974650164713087,0.0824189207614595
"GCHFR_GNG11","GCHFR","GNG11",0.0341145557671717,0.0521238992532341
"ADAP1_TSPAN7","ADAP1","TSPAN7",0.0357126704412012,0.0580092415950036
"ADGRF1_RAB25","ADGRF1","RAB25",0.0734236514771907,0.0294565669248165
"CEMIP_COL4A5","CEMIP","COL4A5",-0.111991177377482,0.758871891016577
"MFGE8_HTATIP2","MFGE8","HTATIP2",0.0131828311501026,0.118966997571695
"MYB_AIF1","MYB","AIF1",0.0137526084949347,0.00915439206117889
"IFI44_PIK3CB","IFI44","PIK3CB",0.0212648309699071,0.0733233533111528
"CRIM1_SLC6A15","CRIM1","SLC6A15",-0.0598641386156842,0.465998988893885
"PTPRC_APOE","PTPRC","APOE",-0.0195776069606776,0.00438151943278273
"CDH13_ABI3BP","CDH13","ABI3BP",0.417826610778193,2.51624408043741
"ACSL5_VAMP8","ACSL5","VAMP8",0.0204228545571064,0.0200405316528663
"TUSC3_TUBB2B","TUSC3","TUBB2B",0.0781900400442234,0.524902371224504
"LPXN_CD44","LPXN","CD44",0.117132937204712,0.497343164821155
"CD22_RPS6KB1","CD22","RPS6KB1",-0.0201777013724634,0.0112398531826424
"MMP1_EDIL3","MMP1","EDIL3",-0.00332482766309022,0.0160181327523396
"BEX4_MZB1","BEX4","MZB1",0.00880966913882148,0.0302903477424605
"SQOR_BMP4","SQOR","BMP4",0.172728216961853,0.875983057196041
"MYLK_EREG","MYLK","EREG",-0.0412779190232226,0.266888194982241
"VAV1_MUC1","VAV1","MUC1",0.243597247612868,0.033351802987787
"IL2RG_SELENOM","IL2RG","SELENOM",0.0534842249677437,0.0130761622312234
"GATA3_FBXO2","GATA3","FBXO2",0.00550144266282358,0.00385740239205854
"CSNK1A1L_SERINC2","CSNK1A1L","SERINC2",0.107063074135895,0.00252715720794316
"MACROH2A2_LDHB","MACROH2A2","LDHB",0.000417979892532596,0.00152234334893851
"SNCA_LAMB1","SNCA","LAMB1",0.0338445238773675,0.0601255502923308
"CXCL8_FBLIM1","CXCL8","FBLIM1",-0.0284429009019649,0.0980349337351651
"CST6_ABLIM3","CST6","ABLIM3",-0.0128099625986762,0.0269630220177529
"SCRN1_AKR1B1","SCRN1","AKR1B1",0.0266087760103853,0.156912973589861
"RXRG_DPP4","RXRG","DPP4",-0.0823752772603329,0.00176580829295598
"FGF1_SPINT1","FGF1","SPINT1",-0.0387036402267621,0.132449752173817
"TRPV2_EMILIN1","TRPV2","EMILIN1",0.0969364168281903,0.412059188372423
"FGF22_CEACAM6","FGF22","CEACAM6",-0.00738973339108675,0.00126831173407412
"ADAMTS1_EPDR1","ADAMTS1","EPDR1",0.237700637546466,1.70161168101797
"BCHE_BTK","BCHE","BTK",-0.0115391183844525,0.0227734511693153
"MOXD1_IL1A","MOXD1","IL1A",-0.00532752332443183,0.0271796961159234
"REG4_LAYN","REG4","LAYN",-0.0740975494592365,0.0042543574020186
"IGFBP2_CELF2","IGFBP2","CELF2",0.0215313874483803,0.0615486699377015
"AKR1C3_AKR1B10","AKR1C3","AKR1B10",0.158753620534131,0.513584763410749
"WNT2B_HGF","WNT2B","HGF",0.0799804984312223,0.084831332513446
"CD68_GLB1L2","CD68","GLB1L2",0.00569443519270562,0.0374071848258526
"LIMD2_EPHA2","LIMD2","EPHA2",0.0170730745229773,0.0498896202953869
"PLTP_FGF8","PLTP","FGF8",0.00216431163101355,0.0089848684142827
"STMN3_CALB2","STMN3","CALB2",0.158452668973912,0.528454924921922
"EGF_TCF7L2","EGF","TCF7L2",-0.0128751293340641,0.0140842115682289
"SRPX2_CDKN1A","SRPX2","CDKN1A",-0.0595522926516445,0.258782901017592
"TSTD1_CDC42EP1","TSTD1","CDC42EP1",-0.0171650563939521,0.0349391991040359
"ABCC3_ARHGDIB","ABCC3","ARHGDIB",-0.0496596052035695,0.159497863069943
"BTK_RXRB","BTK","RXRB",-0.0276349017783726,0.00261869677745841
"CASP1_DAPK1","CASP1","DAPK1",-0.135378150532935,0.463474301005124
"TSPAN7_AKR1B10","TSPAN7","AKR1B10",0.0578445955360239,0.0186283182752568
"LAYN_SEMA3C","LAYN","SEMA3C",-0.00933870527706726,0.0503636383299901
"LY6K_GPRC5B","LY6K","GPRC5B",-0.0210572397976483,0.0619818828724538
"KRT13_TERT","KRT13","TERT",-0.00372339824861063,0.00175152298478643
"AKR1C3_ALDH7A1","AKR1C3","ALDH7A1",0.0473370026448516,0.153140213257078
"CDKN1A_CYBRD1","CDKN1A","CYBRD1",0.0165335995791747,0.129661070323906
"NT5E_HTRA1","NT5E","HTRA1",0.00839299932989532,0.0658110192328545
"GPNMB_APC","GPNMB","APC",0.0252586394275098,0.155047735564642
"SDC2_RBPMS","SDC2","RBPMS",0.0391929498147993,0.260819844386248
"FZD9_RAMP1","FZD9","RAMP1",0.256134336573827,0.109943003062074
"XAGE1B_VSIR","XAGE1B","VSIR",0.0134695876315224,0.00243579524229934
"ROBO1_ANXA1","ROBO1","ANXA1",-0.00089854921092445,0.00433229954361794
"DMKN_AZGP1","DMKN","AZGP1",0.00713251984443307,0.0198502615725212
"CES1_SLFN11","CES1","SLFN11",-0.0345547998580449,0.0337991735089342
"TCF7L2_TGFB1","TCF7L2","TGFB1",0.000569090883049678,0.00208753497450303
"ARHGAP4_STAP2","ARHGAP4","STAP2",0.212537166047384,0.162334820503706
"SERPINE1_ANKRD1","SERPINE1","ANKRD1",0.190777888704733,1.94112518623899
"DSP_SPOCK1","DSP","SPOCK1",0.0121165257818509,0.0594277794648784
"FGF21_CDC42EP1","FGF21","CDC42EP1",0.121834639164836,0.00405725613788265
"MMP1_APBB1IP","MMP1","APBB1IP",-0.23021628981824,1.10912067202672
"RXRA_GPNMB","RXRA","GPNMB",0.113680230763867,0.423866019529205
"ID1_ID3","ID1","ID3",0.49625646741247,2.91596063178236
"BST2_HLA.DRB5","BST2","HLA.DRB5",-0.0170258944784566,0.0495479138049903
"CTAG2_PIK3CA","CTAG2","PIK3CA",0.0195414112576038,0.00392304052125498
"PTGR1_SPINT2","PTGR1","SPINT2",-0.0815269519111137,0.501210143167452
"PTGR1_CA12","PTGR1","CA12",0.075216766694138,0.462416483379192
"HMOX1_VEGFC","HMOX1","VEGFC",0.0526366875092843,0.286700678159158
"WNT9A_AIF1","WNT9A","AIF1",-0.00176083855169322,0.00203819421046695
"SMARCA1_MLLT11","SMARCA1","MLLT11",0.164733397488474,0.887324108920045
"HOXC10_C6orf132","HOXC10","C6orf132",0.00140555014199715,0.00270052808605387
"SLC38A5_EFHD1","SLC38A5","EFHD1",-0.0374673790014249,0.164283640210509
"STC2_HCLS1","STC2","HCLS1",0.0288119456139281,0.236345202372168
"CADM1_COL8A1","CADM1","COL8A1",0.0722978180928764,0.241506634665206
"CNN3_GRB2","CNN3","GRB2",0.0410666271783999,0.327719263190489
"ITGA6_RPS6KB1","ITGA6","RPS6KB1",-0.00215608490718244,0.0100839878612462
"TM4SF1_MT1E","TM4SF1","MT1E",0.00704112230064343,0.0558788637556328
"FOS_AKR1C2","FOS","AKR1C2",0.124362731947765,0.793132830820451
"P3H2_PRRX1","P3H2","PRRX1",-0.0876393612157167,0.42645418514483
"SPP1_DMKN","SPP1","DMKN",0.0825858581219038,0.224183153797798
"TESC_HOXC10","TESC","HOXC10",0.403609546114588,0.0777012652980915
"USP41_CEACAM6","USP41","CEACAM6",-0.0172313660119037,0.0454574126740408
"ELMO1_RAB34","ELMO1","RAB34",0.00803151248477928,0.00300016898663266
"IRF4_MICAL2","IRF4","MICAL2",-0.0241598162056004,0.00322080772726786
"NT5E_NLRP2","NT5E","NLRP2",-0.10955394437796,0.859032207331646
"SRPX2_CDH13","SRPX2","CDH13",-0.144580284281911,0.628269773177034
"PLS3_APOD","PLS3","APOD",-0.0138243022652831,0.105172637193031
"MT1F_MIA","MT1F","MIA",-0.0726316407218261,0.125645148958874
"WNT5B_GAS6","WNT5B","GAS6",0.0581231105002122,0.338863675415426
"CCDC9B_ITGA2","CCDC9B","ITGA2",0.00248802748377002,0.0127226332985664
"S100A10_AHNAK","S100A10","AHNAK",0.00825235310790631,0.0772748090553593
"REG4_GALNT14","REG4","GALNT14",-0.0552482714162446,0.00317211424890292
"MT1G_TNFRSF12A","MT1G","TNFRSF12A",0.00433454039280321,0.00401233818152412
"PLTP_APOD","PLTP","APOD",0.0119522189661857,0.049618138687164
"C5orf38_ARAF","C5orf38","ARAF",-0.0191744571665867,0.0287888784651637
"LPXN_TSPAN13","LPXN","TSPAN13",0.0227191850790682,0.0964650223842146
"TNC_PTPRCAP","TNC","PTPRCAP",0.00829691194897194,0.0515165322204206
"MICAL2_SERPINE1","MICAL2","SERPINE1",0.127270347695346,0.906496654582141
"FZD2_BCL2A1","FZD2","BCL2A1",-0.111997609296089,0.446991084796615
"MRC2_CD109","MRC2","CD109",0.00101624459644792,0.00720661907258001
"POU2AF1_DVL2","POU2AF1","DVL2",-0.00283952737937218,0.000351313628527164
"FEZ1_KLK5","FEZ1","KLK5",0.0096713693685689,0.0528724295969844
"C5orf38_P3H2","C5orf38","P3H2",-0.116105590786034,0.17432304410108
"FOXA1_GSTM3","FOXA1","GSTM3",-0.104198835251241,0.038403199387488
"AXIN2_APC2","AXIN2","APC2",-0.0185666187079306,0.0262219206330965
"TNNT1_AXIN2","TNNT1","AXIN2",0.0172705654986873,0.0351207488253949
"LRP5_CDH17","LRP5","CDH17",-0.00904971376921853,0.0397411055223989
"CRMP1_IGFBP5","CRMP1","IGFBP5",0.0286632752865094,0.0892864007672075
"WNT4_CREB3L1","WNT4","CREB3L1",-0.00454635111789417,0.000737305503958124
"FGF10_PLBD1","FGF10","PLBD1",0.0519835903397596,0.00655813691013303
"MYEOV_FGF1","MYEOV","FGF1",0.0272856681256765,0.0849494213991363
"TUSC3_DSP","TUSC3","DSP",0.00305173863618719,0.0204868145045851
"SERINC2_CELF2","SERINC2","CELF2",-0.0588355154710627,0.365491651065085
"BEX4_NRP2","BEX4","NRP2",0.0521464923837194,0.179295653782491
"BCHE_RGS4","BCHE","RGS4",0.212731996188677,0.419845049330748
"MEF2C_CYFIP2","MEF2C","CYFIP2",0.0336038554434737,0.0686532670714054
"VSIR_FBXO17","VSIR","FBXO17",-0.00930362536488404,0.0434383819907959
"MYADM_TUBA1A","MYADM","TUBA1A",0.0264816406919895,0.177415609233403
"GLDC_SHC1","GLDC","SHC1",0.0129109210607688,0.0163821474465213
"LBH_DHRS2","LBH","DHRS2",-0.0783735625729018,0.479571986640995
"SYTL2_ATP2A3","SYTL2","ATP2A3",0.0031839291005205,0.0117477481787434
"SAA2_SCEL","SAA2","SCEL",0.00307722768545694,0.00310804194657454
"HLA.DRB1_HLA.DRB5","HLA.DRB1","HLA.DRB5",0.2555758880092,0.186668350475968
"WNT2_COL11A1","WNT2","COL11A1",-0.0326912367369642,0.04481251264125
"GNG4_NFATC4","GNG4","NFATC4",-0.00864205994515882,0.00457178822749944
"TCF7L2_EFEMP1","TCF7L2","EFEMP1",0.0501087425580818,0.183808519401694
"PIK3CA_HLA.DQA1","PIK3CA","HLA.DQA1",0.00704774816070955,0.0254764145558287
"NLRP2_TNC","NLRP2","TNC",-0.0943462007070282,0.0438972638147855
"ECHDC2_TNFRSF14","ECHDC2","TNFRSF14",0.00662508023506641,0.0342847016630601
"CD37_ASPH","CD37","ASPH",-0.0149132419593947,0.0114780615024452
"CLIC3_CES1","CLIC3","CES1",0.146757797717751,0.393267737309849
"HCLS1_GDA","HCLS1","GDA",0.00956009351632454,0.0134303638497367
"CDH13_IGFBP7","CDH13","IGFBP7",0.0324628506544826,0.195498452435401
"ARL4C_IFI16","ARL4C","IFI16",0.0677513937178799,0.318518404885105
"CDX2_GPC1","CDX2","GPC1",-0.0240497929022124,0.000739535260137113
"CTSS_VGF","CTSS","VGF",-0.000504191648786996,0.000874016303860215
"LRP6_LHFPL6","LRP6","LHFPL6",0.071073449012562,0.25146601888791
"KRT14_RAC2","KRT14","RAC2",0.0486866148280445,0.150604011487093
"TCIM_KLF5","TCIM","KLF5",-0.0485831757584028,0.0563489698062541
"EPB41L3_CLDN1","EPB41L3","CLDN1",-0.0620789472823559,0.159073377867956
"ACSL5_SLC17A9","ACSL5","SLC17A9",-0.00192853075067374,0.00189242798769062
"ERRFI1_STEAP1","ERRFI1","STEAP1",0.0506120970681921,0.283967572930765
"CCNE1_ICAM2","CCNE1","ICAM2",0.176484302217808,0.50773092316486
"WNT5A_ALDH1A1","WNT5A","ALDH1A1",-0.0256883700758574,0.134189795280032
"IL1B_TRIP6","IL1B","TRIP6",-0.0073460857870207,0.0155362193524138
"FCRLA_SHC3","FCRLA","SHC3",-0.0681177981253439,0.092277386788324
"FGF19_SMAD3","FGF19","SMAD3",-0.00281735988151051,5.28780997202796e-05
"NQO1_SHC4","NQO1","SHC4",0.0215914230042599,0.177905806563069
"MYB_PTPRF","MYB","PTPRF",0.0115941856591546,0.00771764288884477
"DOCK2_AKT2","DOCK2","AKT2",0.0347159426837111,0.0693030501160151
"CES1_MAPK3","CES1","MAPK3",0.0507915631091066,0.0496808796858072
"TUBB2B_MUC20","TUBB2B","MUC20",-0.0152413967212161,0.0370135694169508
"TM4SF1_MFAP4","TM4SF1","MFAP4",-0.202078885117535,1.60371287519619
"MLLT11_PIK3R3","MLLT11","PIK3R3",0.025702363957927,0.104116509058747
"CES1_DDC","CES1","DDC",0.00545980676849269,0.00534041456039789
"FLNC_CSNK1A1L","FLNC","CSNK1A1L",-0.000731598435631625,0.00474374269493472
"CXCL12_CELF2","CXCL12","CELF2",0.00410417223173061,0.0195310008736409
"BEX4_HLA.DQA1","BEX4","HLA.DQA1",-0.022809452171432,0.0784259008142641
"FZD9_STEAP1","FZD9","STEAP1",-0.0165540065714585,0.00710563534557918
"AHNAK2_MTOR","AHNAK2","MTOR",0.0143897550028084,0.0671500363614554
"NRCAM_MDFI","NRCAM","MDFI",0.204646892774136,0.218609131096489
"EMB_HTATIP2","EMB","HTATIP2",-0.0678031608960514,0.208812631418933
"HSPA1A_YAP1","HSPA1A","YAP1",0.0385874395420232,0.234284719197699
"SORBS2_CFH","SORBS2","CFH",0.188065999605191,0.582663976880051
"TENM3_LGALS9","TENM3","LGALS9",-0.0208546338209816,0.0738307713683506
"CTSZ_APBB1IP","CTSZ","APBB1IP",0.3477308029395,2.6988440431502
"AIF1_GPX8","AIF1","GPX8",0.0893434047646672,0.00800388311390159
"IRF6_KLF5","IRF6","KLF5",0.00353943495435445,0.00346942409553591
"LAMB1_MAP2K1","LAMB1","MAP2K1",-0.0384837906000129,0.298244699550201
"IFITM2_RBM47","IFITM2","RBM47",0.0200340190660878,0.166197322107665
"LIMD2_TNNC1","LIMD2","TNNC1",0.0766836012500973,0.224078899444941
"TGFB3_ASPH","TGFB3","ASPH",-0.0445440121582385,0.0731978988520421
"LRP6_TGFB3","LRP6","TGFB3",-0.0498185521153153,0.176263754485644
"HLA.C_CCND2","HLA.C","CCND2",0.0163977845670165,0.140547926761241
"IGFBP2_CA12","IGFBP2","CA12",0.144890556087482,0.414177722410977
"CXCL5_TNFRSF11B","CXCL5","TNFRSF11B",0.0226776051094454,0.0195715628355477
"STAP2_EFEMP1","STAP2","EFEMP1",-0.0563609158535352,0.111638092825772
"WNT2B_CDA","WNT2B","CDA",-0.011454446637216,0.0121491612392837
"FGF8_PYCARD","FGF8","PYCARD",0.090858507577424,0.00647521864477447
"LGALS3BP_IL18","LGALS3BP","IL18",0.043110106354639,0.302049717530406
"IGFBP5_TFF3","IGFBP5","TFF3",0.0254658230626541,0.181584436386545
"MUC20_ALDH2","MUC20","ALDH2",0.141724124086007,0.110081727121711
"EPDR1_MDK","EPDR1","MDK",-0.0621645146346652,0.275056133011552
"WNT4_TFAP2C","WNT4","TFAP2C",0.401563900217887,0.0651237148526
"MAGEA4_MGST1","MAGEA4","MGST1",-0.097170276584357,0.0129895854923336
"PCDH1_HLA.DQB1","PCDH1","HLA.DQB1",0.0287737390215276,0.0492705771238055
"TCF7L2_CDCP1","TCF7L2","CDCP1",-0.201703646992282,0.739887828328547
"SMAD4_SCG2","SMAD4","SCG2",-0.0554054949341821,0.285096277196392
"CFH_SYT11","CFH","SYT11",0.0401591621689062,0.215103786591136
"BTK_DKK1","BTK","DKK1",0.044768362887983,0.00424227191278093
"AIF1_CXCL5","AIF1","CXCL5",-0.0231430473292982,0.0020732839341763
"BIRC3_IL32","BIRC3","IL32",0.264970082758801,0.534620247371835
"CFI_APOL1","CFI","APOL1",0.0282312931116652,0.029446495734418
"GJB2_CLDN7","GJB2","CLDN7",0.104679399137053,0.0780704207310791
"ABCB1_NRP2","ABCB1","NRP2",0.0399569833537357,0.0333900194333579
"FGF9_MUC20","FGF9","MUC20",0.0311669050683047,0.0262881692641887
"MYADM_HLA.DQA1","MYADM","HLA.DQA1",0.00534862421027356,0.0358334830482485
"STRA6_FXYD5","STRA6","FXYD5",5.63610093123397e-05,4.78330383053568e-05
"ITGB2_PRSS3","ITGB2","PRSS3",-0.153227355914797,0.198825416704281
"GJA1_HGF","GJA1","HGF",0.010571636822389,0.074451118456408
"FGFR4_SMAD2","FGFR4","SMAD2",-0.0186883252407874,0.0180133624452647
"ALDH2_ENG","ALDH2","ENG",0.134515126671615,0.604410545467685
"WNT5A_EMP1","WNT5A","EMP1",0.055121325165579,0.287940391612653
"AC004556.3_LIMCH1","AC004556.3","LIMCH1",0.0690803436928337,0.102546617610303
"PAX8_SERPINA1","PAX8","SERPINA1",0.194695940412532,0.384898262272492
"USP41_TIMP2","USP41","TIMP2",-0.00724050559964364,0.0191009030151372
"EPDR1_PNMA2","EPDR1","PNMA2",0.312075566420603,1.38082471988246
"ROBO1_GCHFR","ROBO1","GCHFR",-0.0384875336072197,0.185565267048637
"ATP1B1_GSK3B","ATP1B1","GSK3B",0.0269351263418011,0.135885445585549
"APOC1_AREG","APOC1","AREG",0.134606192897945,0.194865401383094
"VAV1_INHBA","VAV1","INHBA",-0.105386771322028,0.0144288938774757
"CD79B_BTK","CD79B","BTK",0.0019747996728556,0.000604396253393504
"TSPAN13_LIMCH1","TSPAN13","LIMCH1",-0.0662203922411025,0.236726292411037
"ELMO1_SDC2","ELMO1","SDC2",0.0205148798532998,0.00766332697820074
"IL1B_PIK3R2","IL1B","PIK3R2",-0.0382890014539255,0.080977318073811
"MT1G_AKT3","MT1G","AKT3",0.0025076087776301,0.00232120906279142
"PEG10_TCF7L1","PEG10","TCF7L1",-0.00185846313334119,0.00841101870812387
"GSTM3_ARMCX2","GSTM3","ARMCX2",0.0999601680663269,0.613165377389229
"LRP5_SOX2","LRP5","SOX2",0.0011159115294668,0.0049004376245627
"VGLL1_UGT1A6","VGLL1","UGT1A6",0.222210743221189,0.0387496519568219
"TPD52L1_PODXL2","TPD52L1","PODXL2",0.0397838361865204,0.182307567977107
"RPL39L_CDK2","RPL39L","CDK2",0.115891833015021,0.546457587844945
"CTSF_GAS6","CTSF","GAS6",0.039735190962799,0.177621070291074
"WNT16_GPSM3","WNT16","GPSM3",0.00972628478999504,0.00838620859862011
"LSP1_CYP24A1","LSP1","CYP24A1",-0.0147068523885044,0.0200564409818511
"MT1G_FOXA1","MT1G","FOXA1",-0.0192893747449352,0.0178555251014232
"SFRP1_MLPH","SFRP1","MLPH",0.0327500647348506,0.170909205474324
"CSAG3_CTSS","CSAG3","CTSS",-0.0230295800665546,0.00224481637777836
"SDC1_TFPI","SDC1","TFPI",-0.317323173265375,1.6011915603221
"ANTXR1_C1S","ANTXR1","C1S",0.00533591234396426,0.0339338438200494
"NQO1_HRAS","NQO1","HRAS",0.0241248257803988,0.198780163206871
"MUC20_KRT8","MUC20","KRT8",-0.0200985543060396,0.0156111994688756
"POPDC3_CD79B","POPDC3","CD79B",0.0227860945910122,0.0801524748082477
"PDLIM4_CARD16","PDLIM4","CARD16",-0.00340100560153732,0.0183358877161618
"C12orf75_CSRP2","C12orf75","CSRP2",0.0854712776169316,0.691944436850934
"LIMD2_CTNNB1","LIMD2","CTNNB1",0.0265623932250529,0.0776185748121219
"LAPTM5_PLTP","LAPTM5","PLTP",-0.0478277415282489,0.0486069965010267
"ERRFI1_FGFR2","ERRFI1","FGFR2",-0.0212639070171494,0.119304680431434
"LIMD2_GCHFR","LIMD2","GCHFR",0.0975942922376308,0.285182506301352
"DAPK1_MYEOV","DAPK1","MYEOV",0.0112798427396086,0.0260176763616628
"TUSC3_PLAAT3","TUSC3","PLAAT3",-0.10511478622081,0.705652542278449
"FGF8_AQP3","FGF8","AQP3",0.0222841209374176,0.00158812376764407
"PIK3R1_PPARG","PIK3R1","PPARG",-0.0194147189968859,0.0641319780085831
"THY1_GAS6","THY1","GAS6",0.186677603759312,1.66497351889077
"CXCL2_C12orf75","CXCL2","C12orf75",-0.0867384712883881,0.169493466751249
"TMSB4X_CRYAB","TMSB4X","CRYAB",0.131428196247267,1.62707478841018
"NQO1_KRT19","NQO1","KRT19",-0.331547409383273,2.73183519532686
"GATA3_PRSS3","GATA3","PRSS3",-0.123567076124714,0.0866405348989886
"C5orf38_BIRC3","C5orf38","BIRC3",-0.0428038679285076,0.0642665052223788
"DVL3_WNT5B","DVL3","WNT5B",-0.0566169540826409,0.285805243553062
"TUSC3_UGT1A6","TUSC3","UGT1A6",0.0226686894183528,0.152178574426044
"OSMR_CD40","OSMR","CD40",-0.00151101609771149,0.00875393013272067
"FGF22_MALL","FGF22","MALL",0.144397346644706,0.0247831470265961
"CCNE2_GRB7","CCNE2","GRB7",0.0710825666353335,0.192240240201565
"ITGA5_WNT5B","ITGA5","WNT5B",0.0450952912877862,0.362669577119534
"ACSL5_FGF8","ACSL5","FGF8",0.013694767175917,0.0134383963955764
"ADGRG1_IQANK1","ADGRG1","IQANK1",0.0255740035225726,0.0724243451268941
"HLA.DMA_PODXL2","HLA.DMA","PODXL2",-0.123888829860744,0.305423571879639
"WNT11_TRIP6","WNT11","TRIP6",-0.0178667981961651,0.00879941557404508
"EPB41L3_IRF4","EPB41L3","IRF4",0.00282690736481707,0.00724377140926588
"WNT8B_PSMB9","WNT8B","PSMB9",-0.00606132853521444,0.000204100731516437
"PFN2_SPP1","PFN2","SPP1",0.28459169765525,2.18740391490652
"HRAS_P3H3","HRAS","P3H3",-0.00218446880259958,0.0126178394951298
"CHGA_IGF2","CHGA","IGF2",0.475932580826446,0.0381806210516577
"FZD9_PTPRC","FZD9","PTPRC",-0.0235734792072725,0.0101186710510477
"GADD45A_H1.0","GADD45A","H1.0",0.0344477233233201,0.236732342623276
"PNMA2_RNF128","PNMA2","RNF128",-3.54329719835128e-05,0.000109072130228307
"MMP1_CELF2","MMP1","CELF2",0.240816984872066,1.16019199296293
"CYFIP2_CEACAM6","CYFIP2","CEACAM6",0.0176619196067648,0.0427802182486377
"TM4SF1_LDHB","TM4SF1","LDHB",0.000794614760965375,0.00630612110829851
"SCG2_MCAM","SCG2","MCAM",-0.022906019085028,0.0487162347747611
"AP1M2_WWC1","AP1M2","WWC1",0.020271840695901,0.034041489894289
"MCAM_LOXL4","MCAM","LOXL4",-0.0236171012376601,0.0981135008832118
"HLA.DPA1_TCF7L1","HLA.DPA1","TCF7L1",0.00046645875781066,0.000770212444642751
"HLA.DQA1_TNNC1","HLA.DQA1","TNNC1",0.0800506754497649,0.0176818659946518
"CXCL5_IGF2","CXCL5","IGF2",-0.0835485615325855,0.0721053177336417
"BEX1_SPART","BEX1","SPART",0.0144322562218531,0.0493885887333014
"H2AJ_LEF1","H2AJ","LEF1",-0.0669713047669313,0.423880735267496
"RXRG_COTL1","RXRG","COTL1",-0.0319014701786196,0.000683844503744333
"HKDC1_TCIM","HKDC1","TCIM",-0.0294655730045212,0.028352795666772
"SV2A_MMP14","SV2A","MMP14",0.0110208350718992,0.0389908316223893
"TGFB3_CKB","TGFB3","CKB",0.0538360581063334,0.0884672517118828
"LDOC1_ABCB1","LDOC1","ABCB1",-0.0019071165523682,0.00884634436897995
"RAB31_IGFBP5","RAB31","IGFBP5",-0.357416417544082,1.77147127156876
"TNFRSF14_RBM47","TNFRSF14","RBM47",0.0326551353874934,0.118315900090238
"ALDH7A1_HOXC10","ALDH7A1","HOXC10",0.0221725337208429,0.129548883067411
"E2F3_PTPRC","E2F3","PTPRC",0.00383959745157574,0.0137068073805416
"IGF2_FBXO17","IGF2","FBXO17",-0.0513907834083857,0.105262713118238
"ID1_CD48","ID1","CD48",-0.00487923831618614,0.0286699877530409
"MUC1_FBN1","MUC1","FBN1",0.0693040506809412,0.231330652071315
"LAMA5_LPXN","LAMA5","LPXN",-0.0165475170333439,0.0651667251870077
"CES1_PIK3R1","CES1","PIK3R1",0.216309332694736,0.211579192974229
"STRA6_BAMBI","STRA6","BAMBI",0.0297115236147928,0.0252158799942878
"EGR1_MYADM","EGR1","MYADM",0.00830747363096477,0.0511170573177254
"B4GALNT4_CCN1","B4GALNT4","CCN1",-0.0590856971370045,0.120694736868504
"TFAP2C_AREG","TFAP2C","AREG",0.146096361245588,0.109461312280942
"HLA.DMA_MDK","HLA.DMA","MDK",0.0186236723918159,0.0459130056343118
"TRPV2_PIK3R2","TRPV2","PIK3R2",0.0251781721670509,0.107027859367285
"STRA6_SERPINB6","STRA6","SERPINB6",0.0687323720742245,0.0583324930897682
"LXN_SCG2","LXN","SCG2",0.00635389158433035,0.0309908464343565
"CCNE1_IRF6","CCNE1","IRF6",-0.0372981602864497,0.107303760825246
"CSNK1A1L_C6orf132","CSNK1A1L","C6orf132",-0.0100106862850429,0.00023629601714586
"CTNNA2_EFHD1","CTNNA2","EFHD1",-0.0512673935851531,0.00237526923153326
"COCH_SERPINB2","COCH","SERPINB2",-0.264380546865563,0.232774484207736
"COL4A1_SCARA3","COL4A1","SCARA3",-0.209067896904072,1.61465793320615
"DNER_SHC1","DNER","SHC1",-0.00125993600310211,0.00230002923942402
"S100B_ELMO1","S100B","ELMO1",0.00890634349781261,0.00464132885231587
"FXYD5_ITGA5","FXYD5","ITGA5",0.0155854446296799,0.126364556022477
"S100B_GADD45B","S100B","GADD45B",-0.0634120829844587,0.0330456971947579
"EGR1_GPX2","EGR1","GPX2",0.00594842528483407,0.0366015000158066
"INAVA_EVPL","INAVA","EVPL",0.100970097010873,0.0707641469704583
"GTSF1_MAGEA2B","GTSF1","MAGEA2B",0.0150240291740445,0.00367363036750656
"QPRT_CES1","QPRT","CES1",0.0513359340898902,0.139261874689191
"LMCD1_SHC1","LMCD1","SHC1",-0.00509541751228333,0.0267140833483079
"BCHE_ALDH7A1","BCHE","ALDH7A1",-0.0421193364681587,0.0831261644419886
"TFF3_TESC","TFF3","TESC",0.00543583578511352,0.000926643586590333
"STRA6_MYB","STRA6","MYB",-0.020908204276961,0.0177445888261823
"HLA.DQB1_FRAT2","HLA.DQB1","FRAT2",-0.0309766968186329,0.0100780896193745
"VGF_IGFBP3","VGF","IGFBP3",-0.397551321048973,0.126108350718053
"ACSL5_STRA6","ACSL5","STRA6",-0.151034970990716,0.14820754407106
"SOX2_GATA3","SOX2","GATA3",0.243897258757574,0.023946377449722
"AQP3_BEX1","AQP3","BEX1",-0.178726342591688,0.214342413860866
"LAT2_LGALS3","LAT2","LGALS3",-0.110977020920016,0.111687520374867
