"RG","TG","COEF","RE"
"TBX3_TRO","TBX3","TRO",0.0691158753252394,0.23889626631552
"CDKN2B_PERP","CDKN2B","PERP",0.0407360731918382,0.149776795698583
"CALB2_SERPINB1","CALB2","SERPINB1",-0.0248232752121702,0.0210926328291134
"PTGES_SV2A","PTGES","SV2A",-0.0667782152877606,0.238475642506795
"TRO_EPDR1","TRO","EPDR1",-0.00823696959936133,0.0250056649355052
"CDH6_CHGA","CDH6","CHGA",-0.00662767082082325,0.0264844707202042
"RPS6KB1_KIF1A","RPS6KB1","KIF1A",-0.0846090554689937,0.338044980490683
"BAK1_MMP1","BAK1","MMP1",-0.0853057891936149,0.362321272441364
"FGF8_PPL","FGF8","PPL",0.0198648252513898,0.00141570767859439
"APC2_DDC","APC2","DDC",-0.0117424338592348,0.00305265789463695
"HLA.DPA1_EPAS1","HLA.DPA1","EPAS1",0.0481064197281911,0.0794328813028743
"FGFR4_TIMP2","FGFR4","TIMP2",-0.00683776989471868,0.00659081142070799
"PFN2_MTOR","PFN2","MTOR",-0.0519384114593344,0.399204493652516
"HSPA1A_BEX4","HSPA1A","BEX4",-0.00123283613296944,0.00748519908699746
"TNNT1_S100A10","TNNT1","S100A10",0.0935351739745866,0.190209483977277
"HMCN1_SHC2","HMCN1","SHC2",0.0523536595398156,0.163911917158113
"CYFIP2_GNG4","CYFIP2","GNG4",0.00371919580919679,0.0090085342912509
"ARHGAP30_DHRS2","ARHGAP30","DHRS2",0.0925583312978945,0.0306293445087521
"SRPX2_LGALS3BP","SRPX2","LGALS3BP",0.134967245501754,0.586496569285866
"LY6E_TMEM156","LY6E","TMEM156",-5.06346797980557e-05,0.000353573361366445
"EMB_ANXA3","EMB","ANXA3",0.213872587936968,0.658661001718818
"TENM3_S100A6","TENM3","S100A6",-0.0339758994969083,0.120283429060574
"IFITM3_COL18A1","IFITM3","COL18A1",0.111542197421,1.06343458273509
"TP63_CNRIP1","TP63","CNRIP1",-0.237021945189662,0.107839914247679
"DAPK1_FERMT3","DAPK1","FERMT3",-0.0849805636141104,0.196013087432489
"MMP1_MT1G","MMP1","MT1G",-0.0416838098904377,0.200821476511578
"HLA.DPB1_DUSP4","HLA.DPB1","DUSP4",-0.0576266396698154,0.131865972477298
"NXN_FSCN1","NXN","FSCN1",0.0307736523669124,0.146308999526537
"TGFB1I1_FEZ1","TGFB1I1","FEZ1",-0.123224016565116,0.789766867739395
"SOS1_IER3","SOS1","IER3",-0.0247894657846191,0.0824054799666893
"GSTM3_SERPINB2","GSTM3","SERPINB2",0.469413464166155,2.8794277708301
"LAPTM5_WNT7B","LAPTM5","WNT7B",-0.00971544440082454,0.00987373764487449
"DPP4_NBL1","DPP4","NBL1",0.103186596635465,0.392006794195288
"DHRS3_CCNE1","DHRS3","CCNE1",-0.0241704757123555,0.0988196636193386
"SASH3_DEFB1","SASH3","DEFB1",-0.000919414298249762,7.3121550120212e-05
"MYB_CPT1C","MYB","CPT1C",0.030380682819955,0.0202228313067026
"CCDC9B_GSN","CCDC9B","GSN",0.00772600657051287,0.0395072599077591
"CPNE7_CTNNA3","CPNE7","CTNNA3",-0.000683178244767842,0.00269573341997757
"ITGA4_CHGA","ITGA4","CHGA",-0.00131632146263335,0.00514019614476674
"PRAME_ARMCX2","PRAME","ARMCX2",-0.0229831570417943,0.0060791527263405
"S100A9_LCN2","S100A9","LCN2",0.33680748811329,0.208759757385098
"CDC42EP1_CCNE2","CDC42EP1","CCNE2",-0.0168745145777008,0.0973763819209871
"CRYAB_ACTA2","CRYAB","ACTA2",0.106383988532713,0.684836175982107
"CCL5_RNF128","CCL5","RNF128",-0.0250448485708856,0.0152974792654734
"CLIC3_S100P","CLIC3","S100P",0.0182140674602636,0.0488083441472931
"CTSZ_KRT18","CTSZ","KRT18",-0.00114501524328801,0.00888680997639912
"MAPK3_LAMC2","MAPK3","LAMC2",-0.0022770113161878,0.013690600005309
"IGFBP2_FCGRT","IGFBP2","FCGRT",0.0739758363002905,0.211464047206792
"RXRB_TRO","RXRB","TRO",0.000371991826291009,0.00181769385400345
"SERPINB1_RAB32","SERPINB1","RAB32",0.00263704290743579,0.0112950455665112
"MLLT11_BCAT1","MLLT11","BCAT1",0.0253315886343829,0.102614552569619
"ITGA4_CXCL12","ITGA4","CXCL12",0.0879836500047426,0.34357353533698
"S100A6_ICAM1","S100A6","ICAM1",-0.0880875447112043,1.11920078036969
"ABLIM3_WNT3A","ABLIM3","WNT3A",0.00127877970709261,0.00593081123071067
"CSNK1A1_LRP1","CSNK1A1","LRP1",-0.02877121078429,0.194516611250025
"ZEB2_MSRB3","ZEB2","MSRB3",0.0651786512531734,0.307279301472229
"PDLIM4_LY6K","PDLIM4","LY6K",-0.0110450663130466,0.0595474161060012
"MYEOV_CXCL16","MYEOV","CXCL16",-0.0745815344606632,0.232197290178541
"NCAM1_FGF1","NCAM1","FGF1",0.0202891388355788,0.0162642413932682
"CTSF_SMARCA1","CTSF","SMARCA1",-0.0107127019127944,0.0478870626604317
"PTPRM_HLA.F","PTPRM","HLA.F",0.0761431191770337,0.415913978368099
"SRPX2_PIK3R2","SRPX2","PIK3R2",0.00622810507987472,0.0270640646841306
"IL32_CRYAB","IL32","CRYAB",-0.0294779457097017,0.125015585925533
"SRGN_E2F3","SRGN","E2F3",-0.00507147356616609,0.0375630222025369
"PIK3CD_BMERB1","PIK3CD","BMERB1",-0.00900434869788324,0.0231572470958809
"SPOCD1_AKR1B1","SPOCD1","AKR1B1",-0.00146755668547781,0.00799132231374749
"ANXA2_KDELR3","ANXA2","KDELR3",0.0986876135216422,1.15828332943336
"TCIM_H2AJ","TCIM","H2AJ",0.0204966014216569,0.0237728875605669
"PRSS23_ZEB2","PRSS23","ZEB2",0.0329480410223595,0.255289890336683
"CTSZ_CPT1C","CTSZ","CPT1C",-0.110005767770126,0.853788069819697
"MYEOV_LIMCH1","MYEOV","LIMCH1",0.00123673676276694,0.00385037566007879
"LSP1_FGF16","LSP1","FGF16",-0.0177381295073588,0.0241903391830366
"HTRA1_HLA.F","HTRA1","HLA.F",0.021385844963263,0.167219141374318
"FGF16_PFN2","FGF16","PFN2",-0.011672461528569,0.00189139597424663
"RPS6KB2_HRAS","RPS6KB2","HRAS",0.0482758656351221,0.247497790021368
"MAP2K2_SIRPA","MAP2K2","SIRPA",-0.0344156162334974,0.232862158019578
"NXN_H2AJ","NXN","H2AJ",0.126178123872073,0.599896133411435
"MAGEA2_SERPINB6","MAGEA2","SERPINB6",0.0270884162524548,0.00417790838762567
"EPDR1_PMP22","EPDR1","PMP22",0.097499507489846,0.431401059885913
"DOCK2_LGALS3","DOCK2","LGALS3",-0.00145423271266778,0.0029030685839233
"GSDME_EREG","GSDME","EREG",-0.0988712897351482,0.539605337043543
"CRIP1_STRA6","CRIP1","STRA6",0.00344890664727839,0.0115966055951647
"HSPA1A_TIMP3","HSPA1A","TIMP3",0.0442602201209423,0.268727165257247
"QPCT_SDC1","QPCT","SDC1",-0.217838680152412,0.632907463841847
"TCEAL3_SERPINA1","TCEAL3","SERPINA1",-0.146909699738318,0.911904847104413
"IL2RG_LGALS3","IL2RG","LGALS3",0.0325168071001393,0.00794991504764726
"FGF10_NES","FGF10","NES",0.00170732555787659,0.000215392486081517
"REG4_CORO1A","REG4","CORO1A",-0.051870770725236,0.00297819292262451
"CD52_RHOD","CD52","RHOD",0.015812146630106,0.00461622857132764
"WNT7A_B4GALNT4","WNT7A","B4GALNT4",3.44836642338847e-05,1.21206653457082e-05
"EGF_CD68","EGF","CD68",-0.00277459184964967,0.00303514920992365
"HCLS1_FZD2","HCLS1","FZD2",-0.040343475153586,0.0566759675886292
"PTGR1_NREP","PTGR1","NREP",-0.097858514128354,0.601613070606412
"TNFRSF14_CTSS","TNFRSF14","CTSS",0.112846003759391,0.408862996522509
"CFH_PAX8","CFH","PAX8",0.0838446964398843,0.449095815643473
"SNCA_ENG","SNCA","ENG",-0.0213364701449452,0.0379047143168292
"REG4_TPD52L1","REG4","TPD52L1",-0.0957370575241772,0.00549680336661515
"CASP4_DAPK1","CASP4","DAPK1",-0.172583219195548,1.01466057144988
"CNN3_SPN","CNN3","SPN",0.00139152909662725,0.01110465897951
"RAMP1_GSTM2","RAMP1","GSTM2",0.066405652702106,0.207737758530176
"APC2_CXCL16","APC2","CXCL16",-0.0226831782803353,0.0058969021314492
"MMP14_PYCARD","MMP14","PYCARD",-0.127419692454855,1.08984419946229
"MAPK1_CAV2","MAPK1","CAV2",0.0011425136088145,0.00624366508408063
"SCG2_DPYSL3","SCG2","DPYSL3",0.0786712321260828,0.16731699209921
"TNC_GNG11","TNC","GNG11",-0.0384810330263419,0.23893339955503
"LY6E_H1.0","LY6E","H1.0",0.162882853259006,1.13738327496949
"CPNE7_SEMA3B","CPNE7","SEMA3B",-0.0506056448720963,0.199683361064263
"IFITM2_VAMP5","IFITM2","VAMP5",0.0870975532752341,0.722539999024784
"HLA.DQA1_SPON2","HLA.DQA1","SPON2",0.115113914622837,0.0254267537537283
"EGF_ZSCAN18","EGF","ZSCAN18",-0.0695815457844512,0.0761158343846533
"NDRG1_AKR1B1","NDRG1","AKR1B1",-0.0312506166569687,0.180759590326683
"IFI16_FGF22","IFI16","FGF22",0.0214883563585675,0.133382109044657
"SEMA3A_PERP","SEMA3A","PERP",0.00919562142056092,0.0328096577761749
"CCN1_AMOTL2","CCN1","AMOTL2",0.112142804446157,1.03803238678979
"IGFBP3_ITGA5","IGFBP3","ITGA5",-0.0360396104181143,0.295972637344603
"PBX1_NR2F1","PBX1","NR2F1",0.306476643325743,0.943152371354059
"IGFBP6_BMERB1","IGFBP6","BMERB1",0.10738796373345,0.851703117165551
"CD37_DOCK2","CD37","DOCK2",-0.05968867309606,0.0459397267650667
"MLLT11_CALB1","MLLT11","CALB1",0.000726219239669573,0.00294180769401071
"SERPINE2_CLMP","SERPINE2","CLMP",0.0409710935924607,0.356306176391678
"KYNU_KRT17","KYNU","KRT17",0.0533934005994806,0.0456188189179288
"NID1_TNFRSF11B","NID1","TNFRSF11B",0.297817175068681,1.51031538262527
"LDHB_FRAT2","LDHB","FRAT2",0.033690015550074,0.306950710105141
"LAMB1_HDGFL3","LAMB1","HDGFL3",-0.0292204910342245,0.226455253844165
"CEACAM6_FOXA1","CEACAM6","FOXA1",0.0068423157511576,0.00244751412355503
"CELF2_DEFB1","CELF2","DEFB1",0.00327798226817291,0.00647119581170316
"CSNK1A1L_ANXA3","CSNK1A1L","ANXA3",-0.0274277012706931,0.00064741381211942
"ANXA3_PTPRF","ANXA3","PTPRF",0.0508070303439706,0.153107544881519
"RXRG_NCAM1","RXRG","NCAM1",-0.0832651793556362,0.00178488436228245
"XAGE1A_EGR1","XAGE1A","EGR1",0.0950098175535421,0.0571512666422598
"NCAM1_ALDH7A1","NCAM1","ALDH7A1",0.0432482018405712,0.0346687555474934
"PAX8_S100A11","PAX8","S100A11",-0.0682038252912674,0.134833493596848
"PRSS21_TMPRSS4","PRSS21","TMPRSS4",0.000297504797875424,8.17703755439878e-05
"ARMCX2_IL32","ARMCX2","IL32",-0.018520917172048,0.100427456789019
"CDKN2B_TGFB2","CDKN2B","TGFB2",0.250429224428181,0.920768347196741
"RAMP1_ECHDC2","RAMP1","ECHDC2",0.0513927269396846,0.16077260692093
"PTPRM_FOXA1","PTPRM","FOXA1",0.0299683863662634,0.163695300817469
"IL32_RBP1","IL32","RBP1",0.0424704380299021,0.180116577563098
"FAT1_AKR1C3","FAT1","AKR1C3",-0.00325650467575219,0.0240103466670346
"SCG2_IFI44","SCG2","IFI44",0.0926241789889149,0.196991944898572
"TNC_TRPV2","TNC","TRPV2",-0.0148478165339995,0.0921918930297264
"KIF1A_ARHGDIB","KIF1A","ARHGDIB",0.146611557475385,0.0263034453936858
"SOX2_VAMP5","SOX2","VAMP5",-0.0214962577103617,0.0021105505798262
"LPXN_PALM","LPXN","PALM",-0.289583930433503,1.22956524339043
"AC004556.3_CDH6","AC004556.3","CDH6",0.077186035643676,0.11457914739397
"GLIPR1_TAGLN","GLIPR1","TAGLN",0.162935853937998,1.12130301557097
"SRGN_SEMA3B","SRGN","SEMA3B",-0.0676934325464956,0.501386801397097
"CFI_SCARA3","CFI","SCARA3",0.0163857319594162,0.0170910480203578
"VSIR_SCARA3","VSIR","SCARA3",-0.077432853269348,0.361531954161302
"LUM_PRXL2A","LUM","PRXL2A",-9.14164072530515e-05,0.000561654959296799
"CRIP2_SCG5","CRIP2","SCG5",-0.00104285630199537,0.00643332065461623
"GNG2_FRMD6","GNG2","FRMD6",0.0807061852671257,0.214206990460135
"POU2AF1_MYC","POU2AF1","MYC",0.0105638986622009,0.00130699270497318
"RAB13_SLPI","RAB13","SLPI",-0.086837245116938,0.653228445296808
"FABP5_PIK3R3","FABP5","PIK3R3",0.037281457656531,0.22519179376173
"CDC42EP1_COL8A1","CDC42EP1","COL8A1",0.0636248232988396,0.367154567005464
"ACKR3_H2AJ","ACKR3","H2AJ",-0.0258530690889833,0.0602366867655489
"IL1B_TUSC3","IL1B","TUSC3",0.0329854541509548,0.0697608585014988
"LIMCH1_PIK3CA","LIMCH1","PIK3CA",-0.0104036626660561,0.0383871345520381
"ERBB3_WNT9A","ERBB3","WNT9A",-0.0148707637217334,0.0206501549149701
"NES_PHLDA2","NES","PHLDA2",0.229654064327663,0.750230606132039
"TFF1_EPHA2","TFF1","EPHA2",-0.0271634842437485,0.00430564553831365
"HLA.C_AREG","HLA.C","AREG",-0.0343606247582301,0.29451018533956
"TSPAN8_CKB","TSPAN8","CKB",0.0275467205367298,0.0158207574710323
"TNFRSF14_TSPAN1","TNFRSF14","TSPAN1",0.0424501017035154,0.15380496612172
"RXRG_GJB2","RXRG","GJB2",-0.00416666851056456,8.93173055636728e-05
"EPAS1_COL18A1","EPAS1","COL18A1",0.00114183406538351,0.00707237718183557
"DUSP4_MCAM","DUSP4","MCAM",-0.0203640812067075,0.0467420071534157
"FKBP10_ATP1B1","FKBP10","ATP1B1",-0.0462260411389346,0.384378216262011
"CXCL5_RARB","CXCL5","RARB",-0.144512783498694,0.12471956404279
"MMP1_STAP2","MMP1","STAP2",-0.0314910311074231,0.151715387352716
"DKK3_CDA","DKK3","CDA",-0.00305435496929618,0.0258701077075704
"CCN1_CCNE1","CCN1","CCNE1",-0.0511718680915738,0.473664419522274
"ABCB1_SERINC2","ABCB1","SERINC2",0.00134249888461637,0.00112185806044868
"NMU_ALCAM","NMU","ALCAM",-0.0299290137394067,0.0367337042867222
"EPDR1_IGFBP6","EPDR1","IGFBP6",0.059816678901724,0.264667784909032
"INAVA_GALNT14","INAVA","GALNT14",0.0216618106011558,0.015181520018361
"FOSL1_E2F3","FOSL1","E2F3",0.000322581873068529,0.00218418971863827
"BCHE_TGFBR1","BCHE","TGFBR1",-0.0625660671363541,0.123479561203364
"MYADM_FRAT2","MYADM","FRAT2",-0.0388522939262939,0.260293668251973
"CXCL16_WNT2","CXCL16","WNT2",-0.0170815446694534,0.0323726155104597
"NLRP2_PTPRC","NLRP2","PTPRC",0.00167820501095788,0.000780832800359126
"PRSS3_SEMA3C","PRSS3","SEMA3C",0.0869756512886187,0.24517761860926
"KRT4_PLPP2","KRT4","PLPP2",0.00875959374702134,0.00154547254015459
"TESC_LAPTM5","TESC","LAPTM5",-0.0716368886552079,0.0137912419171271
"MACROH2A2_APOC1","MACROH2A2","APOC1",0.0645554743092548,0.235120393846698
"PAGE5_DCBLD2","PAGE5","DCBLD2",-0.189739774945624,0.0926120911200332
"BEX4_VAV1","BEX4","VAV1",0.00361606662869736,0.0124331474788851
"ITGA3_TMEM156","ITGA3","TMEM156",0.1207879306618,0.883439241763188
"TGFB2_PLK2","TGFB2","PLK2",0.189925838771212,0.7246846924708
"CTNNA2_PTPRF","CTNNA2","PTPRF",0.0237866584957139,0.00110205949814895
"TCIM_HLA.DRB5","TCIM","HLA.DRB5",0.0244626649605331,0.0283729078579878
"SELENBP1_DSG2","SELENBP1","DSG2",-0.0403790589432902,0.118669660987595
"FXYD5_MMP14","FXYD5","MMP14",0.0510363741493071,0.413795622365038
"SNCG_SCARA3","SNCG","SCARA3",0.130584334693461,0.379512591845196
"TNFRSF14_TXNIP","TNFRSF14","TXNIP",0.122256874765269,0.442960410619283
"STEAP1_ACKR3","STEAP1","ACKR3",-0.0121415314798319,0.0479690147932145
"PMEPA1_AXL","PMEPA1","AXL",-0.0296111375960373,0.103993038736809
"CYFIP2_MYEOV","CYFIP2","MYEOV",0.0392186124178286,0.0949942495492292
"PLK2_GPSM3","PLK2","GPSM3",-0.059357107911739,0.349089318687432
"MT2A_IFITM2","MT2A","IFITM2",0.00406480927354373,0.0482300253023532
"GMFG_FZD5","GMFG","FZD5",-0.0388889495469191,0.0572841314863064
"LEF1_PIK3R1","LEF1","PIK3R1",-0.120668646260988,0.165077477168969
"B3GNT3_GJB3","B3GNT3","GJB3",0.154570684225071,0.0451891537957453
"GTSF1_GNG11","GTSF1","GNG11",0.0715713597050248,0.0175004133318874
"RAMP1_CXCL16","RAMP1","CXCL16",0.0294154669003621,0.0920208282179269
"CTAG2_TCEAL9","CTAG2","TCEAL9",-0.0227122227877173,0.00455959752084514
"DDX3Y_NR2F1","DDX3Y","NR2F1",-0.00063984092488625,0.00135564868803281
"APC2_WNT4","APC2","WNT4",-0.00242944227539316,0.000631577425127347
"FGF1_FZD5","FGF1","FZD5",-0.00729004144556002,0.0249476322419313
"LAPTM5_TSPAN13","LAPTM5","TSPAN13",-0.0653930196497143,0.0664584648101741
"WNT4_LRP6","WNT4","LRP6",0.0649753408142281,0.0105373903514243
"CTSZ_NBL1","CTSZ","NBL1",0.0908625382574349,0.705211669626665
"MT1G_CD68","MT1G","CD68",0.00976086591271712,0.0090353051159374
"PPARG_MCAM","PPARG","MCAM",0.299538730893308,0.707419720920452
"CDKN1A_SCG2","CDKN1A","SCG2",-0.113855547451705,0.892886759123947
"CHI3L1_C12orf75","CHI3L1","C12orf75",-0.023005923624265,0.0396475476104156
"CD82_CRIP1","CD82","CRIP1",-0.0293160641128046,0.143139540910203
"IRF4_AKR1B1","IRF4","AKR1B1",-0.0318381752470751,0.00424442967550877
"BCL2A1_SNCG","BCL2A1","SNCG",0.0540766874225694,0.0416902371203342
"ACSL5_PIK3CA","ACSL5","PIK3CA",-0.0085716158761129,0.00841115226087133
"LMCD1_PLAAT3","LMCD1","PLAAT3",0.283883906742518,1.48833698665147
"DDC_CXCL5","DDC","CXCL5",-0.0125747455046509,0.00110076883781265
"SNCG_GPNMB","SNCG","GPNMB",-0.0880576748397984,0.255918877932506
"CCNE2_C3orf14","CCNE2","C3orf14",0.0132255474220798,0.0357680164569917
"MT1E_MT2A","MT1E","MT2A",0.68256851209447,5.19776567918169
"PLAU_WNT16","PLAU","WNT16",0.0303408960831232,0.196283277084924
"E2F3_BAK1","E2F3","BAK1",0.0705753385155776,0.251943747502109
"FAT1_FST","FAT1","FST",0.102252405088687,0.753911306192227
"GJA1_AEBP1","GJA1","AEBP1",-0.0215962932139513,0.152092642918456
"FZD8_SERPINB1","FZD8","SERPINB1",-0.0211470928648649,0.0541053168921456
"CFI_CHGB","CFI","CHGB",0.00173573618257185,0.00181045012334407
"RNF128_CES1","RNF128","CES1",-0.0113882617278736,0.0132443444238724
"TNFRSF12A_GAB1","TNFRSF12A","GAB1",-0.0351142912352471,0.302026719612936
"RBM47_ST14","RBM47","ST14",0.0160852344607454,0.0139036893290634
"EMB_IGFBP2","EMB","IGFBP2",-0.0395559486942478,0.121820009951766
"LDOC1_TMEM125","LDOC1","TMEM125",-0.0460047294384997,0.21339738187965
"LGALS4_RBP1","LGALS4","RBP1",-0.219405921365105,0.0910995128508692
"FGFR1_LSR","FGFR1","LSR",-0.196814428040732,1.24206287988129
"USP41_FSCN1","USP41","FSCN1",0.061523211996485,0.16230205050631
"MACROH2A2_GNG11","MACROH2A2","GNG11",-0.0670715853410301,0.244284434899499
"POU2AF1_EVA1A","POU2AF1","EVA1A",-0.0162634816269167,0.00201215976445356
"TUBB2B_ATP1B1","TUBB2B","ATP1B1",-0.0149363127792556,0.03627267631704
"FKBP10_CPE","FKBP10","CPE",-0.181985782044509,1.51324596620925
"SCARA3_NUPR1","SCARA3","NUPR1",-0.00467351155193699,0.0226423051591589
"PFN2_SNRPN","PFN2","SNRPN",0.0628478688521338,0.483055814710458
"CALB2_KRT18","CALB2","KRT18",-0.0619905961590508,0.0526741484540144
"WNT11_CLIC3","WNT11","CLIC3",0.0972155108189064,0.0478787340936241
"CDH13_MTOR","CDH13","MTOR",-0.00925851124099459,0.0557567984011987
"SCG2_PALLD","SCG2","PALLD",-0.0562417277774584,0.119614202903364
"TSPAN15_LY6K","TSPAN15","LY6K",0.0248866474407328,0.0406983514408602
"ARHGAP4_ITGA5","ARHGAP4","ITGA5",-0.0633984225568021,0.0484233968927678
"CADM1_ICAM2","CADM1","ICAM2",-0.0699317559443331,0.23360294238269
"DKK1_GMFG","DKK1","GMFG",-0.0115234500914619,0.0828063169819591
"CD52_SCRN1","CD52","SCRN1",0.0236666779808606,0.00690929559656677
"GAS6_DAB2","GAS6","DAB2",0.0738439379630818,0.643886428693009
"APOL1_CFB","APOL1","CFB",0.342764333244621,1.40916653704531
"EGF_TPM1","EGF","TPM1",0.0225945597765774,0.0247163777487166
"ABLIM3_AMIGO2","ABLIM3","AMIGO2",0.00109121509858645,0.00506091137192943
"FZD2_TPM1","FZD2","TPM1",0.285025525867426,1.13755882650484
"PLAAT4_MAPK3","PLAAT4","MAPK3",0.030740160788299,0.07818078746433
"FXYD5_ARHGDIB","FXYD5","ARHGDIB",-0.0781535546016952,0.633657843165716
"ALDH7A1_TRPV2","ALDH7A1","TRPV2",-0.233438739709021,1.3639274777848
"SHH_CLDN1","SHH","CLDN1",0.033122410429224,0.000991004370291732
"HTRA1_CDKN2A","HTRA1","CDKN2A",-0.127615981658204,0.997848572978228
"SOS2_ACKR3","SOS2","ACKR3",0.212969421405587,0.711427969949777
"ITM2A_MMP1","ITM2A","MMP1",0.0207028534498852,0.00508393121441915
"FGF16_BEX1","FGF16","BEX1",0.333158733314866,0.0539847645189966
"SLC38A5_FZD1","SLC38A5","FZD1",0.0716961536507027,0.31436693531142
"HMOX1_SYT11","HMOX1","SYT11",0.0108811300163853,0.0592671671120144
"CALB1_MSLN","CALB1","MSLN",-0.0152893857802804,0.00345466061942169
"G0S2_KDELR3","G0S2","KDELR3",-0.0687630534996988,0.278484711039753
"C5orf38_AKR1C1","C5orf38","AKR1C1",0.136576970227606,0.205059145240082
"CTSS_TPM1","CTSS","TPM1",-0.0287574285926481,0.0498510070675304
"CFH_TFAP2C","CFH","TFAP2C",-0.0398373288900893,0.213379956879914
"NID2_FZD7","NID2","FZD7",0.173687922076582,0.978611484953439
"FOLR1_LARP6","FOLR1","LARP6",-0.00314362155560817,0.00139010263065021
"CCNE1_ERRFI1","CCNE1","ERRFI1",0.0114376303474245,0.0329051283436487
"EREG_PAPSS2","EREG","PAPSS2",-0.0312966288456288,0.0616960099258151
"GADD45B_MAP2K1","GADD45B","MAP2K1",0.00402410261490225,0.0246224629885908
"RHOD_MSLN","RHOD","MSLN",-0.00507023678405625,0.018521768068769
"MIA_ANXA3","MIA","ANXA3",0.0934305877600877,0.0759099822480233
"CARD11_SHC2","CARD11","SHC2",0.0683569230241743,0.0460717895211697
"GYPC_TAGLN","GYPC","TAGLN",0.0926833660631203,0.408286216099665
"TENM3_WNT2B","TENM3","WNT2B",-0.0151475407426236,0.0536261929584329
"PFN2_PRSS22","PFN2","PRSS22",-0.000414047140116413,0.00318241305951106
"LIMCH1_HGF","LIMCH1","HGF",-0.00836648739985029,0.0308704239896058
"TGFB1_FGF17","TGFB1","FGF17",-0.000892616636288874,0.00528827624425528
"SOX2_MUC1","SOX2","MUC1",0.0890753311287001,0.00874561490167049
"C19orf33_TNFRSF11B","C19orf33","TNFRSF11B",-0.0112968286923319,0.0243530569860761
"CXCL16_SCG5","CXCL16","SCG5",-0.000828852480906538,0.00157082530874748
"MLLT11_CST6","MLLT11","CST6",-0.238588876414441,0.966488567089916
"HLA.DRB1_FGF5","HLA.DRB1","FGF5",-0.0178890259682259,0.0130658451199054
"EPAS1_DSG2","EPAS1","DSG2",-0.0480362812542714,0.297530709358228
"ALCAM_CDKN2B","ALCAM","CDKN2B",-0.029898664699152,0.216917473487269
"PAGE5_MEST","PAGE5","MEST",-0.134287997273854,0.0655460471765452
"DDC_EPS8L1","DDC","EPS8L1",-0.0214749124463968,0.00187987219359673
"EMB_TGFBR1","EMB","TGFBR1",-0.0190901685796792,0.058791777295828
"P3H3_EFEMP2","P3H3","EFEMP2",0.0314674559643489,0.1996763694645
"MLLT11_TUBA1A","MLLT11","TUBA1A",0.18720620922144,0.75834491372714
"GNG2_TCIM","GNG2","TCIM",0.00431477677350708,0.0114521005310943
"LGALS9_PDLIM4","LGALS9","PDLIM4",-0.125261408955418,0.159382726609981
"CARD11_SPINT1","CARD11","SPINT1",0.0555794843834641,0.0374599410407126
"TSPAN13_SERPINB1","TSPAN13","SERPINB1",0.0120416766806316,0.0430468829698206
"LGALS3BP_AZGP1","LGALS3BP","AZGP1",0.00371219705137396,0.0260094016368404
"ABCB1_GNG4","ABCB1","GNG4",0.0974833598105236,0.0814618873924097
"PRTFDC1_TUSC3","PRTFDC1","TUSC3",-0.0978121676446921,0.367680530561597
"EMB_SH2D4A","EMB","SH2D4A",-0.0665485140239835,0.204948709569335
"ICA1_ST14","ICA1","ST14",0.00780472306597993,0.00525325471172287
"NRAS_MT2A","NRAS","MT2A",-0.0700247841211782,0.334735593693854
"USP41_WNT2","USP41","WNT2",-0.0703400875349462,0.185561515227251
"REG4_FAT1","REG4","FAT1",-0.102310600583197,0.00587422747543826
"PPP1R14A_CCNE1","PPP1R14A","CCNE1",0.00169392261193901,0.00658752033228065
"GLDC_NUP210","GLDC","NUP210",0.0317372782174372,0.0402701533734235
"SV2A_GPX2","SV2A","GPX2",0.0034297210153391,0.0121340782026431
"LSP1_PPL","LSP1","PPL",0.0327458803797609,0.044657129879728
"POU2AF1_PLS3","POU2AF1","PLS3",0.0054988526658794,0.000680332190779399
"AKR1B1_XAF1","AKR1B1","XAF1",-0.137262334504588,1.01507024751959
"TNFRSF12A_EGF","TNFRSF12A","EGF",-0.0424263312586538,0.364919387648088
"CDX2_KRAS","CDX2","KRAS",0.0336368862105448,0.00103434002509142
"ANTXR1_CES1","ANTXR1","CES1",0.0473591279993879,0.301181344330518
"GSK3B_KRT19","GSK3B","KRT19",0.390368503133676,1.97598179160886
"SHC2_MSN","SHC2","MSN",0.0120173127530366,0.00686781325322539
"APOBEC3B_EGFL7","APOBEC3B","EGFL7",-0.0409508373478927,0.156883647713091
"FZD9_LAMC2","FZD9","LAMC2",0.00370795496397774,0.00159160114731878
"TMEM98_TP53","TMEM98","TP53",-0.0351349587259185,0.214659109814632
"LOXL2_LAT2","LOXL2","LAT2",-0.0763642505221886,0.662066679416635
"FGFR1_FOSB","FGFR1","FOSB",0.019830071666513,0.125144259836805
"AIF1_BRAF","AIF1","BRAF",-0.00933620907985648,0.000836389954008894
"BEX1_TMEM98","BEX1","TMEM98",-0.098632727139275,0.337530814409288
"GPX3_LAT2","GPX3","LAT2",0.00140027021148897,0.00626546185470143
"PTHLH_TUBA1A","PTHLH","TUBA1A",-0.0514432539430335,0.100888835733148
"RXRG_HLA.C","RXRG","HLA.C",-0.00524898884449864,0.000112518079932611
"TNFRSF12A_CHGA","TNFRSF12A","CHGA",0.00204036931633322,0.0175497220571103
"LGALS4_ARL4C","LGALS4","ARL4C",-0.0579269361452915,0.0240518379401348
"TMSB15A_NUPR1","TMSB15A","NUPR1",-0.0158026474021726,0.0356639744845211
